"file_path","ear_tag","date","full_text","corrupt"
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6822.JPG",5414,2023-11-26,"</s>5414
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6834.JPG",6074,2023-11-26,"</s>6074
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6820.JPG",5437,2023-11-26,"</s>5437
DATE: 26NOV2023
LEV-0001 - Group 3
C+ 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6821.JPG",5414,2023-11-26,"</s>5414
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naïve control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6835.JPG",6074,2023-11-26,"</s>6074
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naïve control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6831.JPG",5248,2023-11-26,"</s>5248
26NOV2023
DATE:
LEV-0001 - Group 3
SC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6825.JPG",5413,2023-11-26,"</s>5413
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6819.JPG",5437,2023-11-26,"</s>5437
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6818.JPG",5437,2023-11-26,"</s>5437
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6824.JPG",5413,2023-11-26,"</s>5413
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6830.JPG",5249,2023-11-26,"</s>5249
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6826.JPG",5415,2023-11-26,"</s>5415
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6832.JPG",5248,2023-11-26,"</s>5248
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6833.JPG",5248,2023-11-26,"</s>5248
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6827.JPG",5415,2023-11-26,"</s>5415
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6816.JPG",5339,2023-11-26,"</s>5339
DATE: 26NOV2023
LEV-001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6817.JPG",5437,2023-11-26,"</s>5437
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6829.JPG",5415,2023-11-26,"</s>5415
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6815.JPG",5339,2023-11-26,"</s>5339
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6814.JPG",5339,2023-11-26,"</s>5339
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6828.JPG",5415,2023-11-26,"</s>5415
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6810.JPG",5253,2023-11-26,"</s>5253
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6838.JPG",6075,2023-11-26,"</s>6075
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6839.JPG",6075,2023-11-26,"</s>6075
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6811.JPG",5253,2023-11-26,"</s>5253
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naïve control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6813.JPG",5253,2023-11-26,"</s>5253
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6812.JPG",5253,2023-11-26,"</s>5253
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6849.JPG",5208,2023-11-26,"</s>5208
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6861.JPG",5205,2023-11-26,"</s>5205
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6875.JPG",6077,2023-11-26,"</s>6077
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6901.JPG",5411,2023-11-26,"</s>5411
DATE:
26NOV2023
LEV-0001 - Group 3
HSC+3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6900.JPG",5411,2023-11-26,"</s>5411
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6874.JPG",5424,2023-11-26,"</s>5424
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6860.JPG",5205,2023-11-26,"</s>5205
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6848.JPG",5210,2023-11-26,"</s>5210
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6876.JPG",6077,2023-11-26,"</s>6077
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6862.JPG",5205,2023-11-26,"</s>5205
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6889.JPG",5428,2023-11-26,"</s>5428
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6902.JPG",5411,2023-11-26,"</s>5411
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6903.JPG",5412,2023-11-26,"</s>5412
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6888.JPG",5428,2023-11-26,"</s>5428
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6863.JPG",5205,2023-11-26,"</s>5205
520s
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male","False"
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6877.JPG",5431,2023-11-26,"</s>5431
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6873.JPG",5424,2023-11-26,"</s>5424
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6867.JPG",5207,2023-11-26,"</s>5207
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6898.JPG",5411,2023-11-26,"</s>5411
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6907.JPG",5446,2023-11-26,"</s>5446
DATE:
26NOV2023
LEV-0001 - Group 3
HSC+3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6906.JPG",5412,2023-11-26,"</s>5412
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6899.JPG",5411,2023-11-26,"</s>5411
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6866.JPG",5207,2023-11-26,"</s>5207
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6872.JPG",5424,2023-11-26,"</s>5424
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6864.JPG",5207,2023-11-26,"</s>5207
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6870.JPG",5423,2023-11-26,"</s>5423
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6858.JPG",5233,2023-11-26,"</s>5233
DATE: 26NOV2023
LEV-001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6904.JPG",5412,2023-11-26,"</s>5412
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6905.JPG",5412,2023-11-26,"</s>5412
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6859.JPG",5233,2023-11-26,"</s>5233
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6871.JPG",5424,2023-11-26,"</s>5424
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 1/Group 3 Cull 1/Males Side/IMG_6865.JPG",5207,2023-11-26,"</s>5207
DATE:
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Male",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6934.JPG",5265,2023-11-26,"</s>5265
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6935.JPG",5265,2023-11-26,"</s>5265
52565
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6937.JPG",5269,2023-11-26,"</s>5269
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6936.JPG",5265,2023-11-26,"</s>5265
2565
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6932.JPG",5265,2023-11-26,"</s>5265
52565
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6933.JPG",5265,2023-11-26,"</s>5265
52565
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6994.JPG",5485,2023-11-26,"</s>5485
26NOV2023
LATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6981.JPG",5403,2023-11-26,"</s>5403
26NOV2023
LATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6995.JPG",5485,2023-11-26,"</s>5485
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6942.JPG",5267,2023-11-26,"</s>5267
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6968.JPG",5368,2023-11-26,"</s>5368
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6940.JPG",5269,2023-11-26,"</s>5269
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6983.JPG",5403,2023-11-26,"</s>5403
26NOV2023
ATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6982.JPG",5403,2023-11-26,"</s>5403
LATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6941.JPG",5267,2023-11-26,"</s>5267
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6969.JPG",5368,2023-11-26,"</s>5368
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6945.JPG",5268,2023-11-26,"</s>5268
5
5268
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6951.JPG",5273,2023-11-26,"</s>5273
DATE: 26NOV2023
LEV-0001+ Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6979.JPG",5400,2023-11-26,"</s>5400
26NOV2023
DA
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6986.JPG",5465,2023-11-26,"</s>5465
26NOV2023
SATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6992.JPG",5487,2023-11-26,"</s>5487
26NOV2023
CATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6993.JPG",5487,2023-11-26,"</s>5487
26NOV2023
ENTE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6987.JPG",5465,2023-11-26,"</s>5465
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6978.JPG",5400,2023-11-26,"</s>5400
26NOV2023
DA
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6950.JPG",5274,2023-11-26,"</s>5274
5
5274
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6944.JPG",5268,2023-11-26,"</s>5268
5
5268
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6952.JPG",5273,2023-11-26,"</s>5273
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6991.JPG",5487,2023-11-26,"</s>5487
26NOV2023
SATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6985.JPG",5403,2023-11-26,"</s>5403
26NOV2023
LATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6984.JPG",5403,2023-11-26,"</s>5403
26NOV2023
LATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6990.JPG",5465,2023-11-26,"</s>5465
DATE: 26NOV2023
LEV-0001-Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6947.JPG",5268,2023-11-26,"</s>5268
5
5268
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6953.JPG",5273,2023-11-26,"</s>5273
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6976.JPG",5369,2023-11-26,"</s>5369
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6962.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6989.JPG",5465,2023-11-26,"</s>5465
SATE: 26NOV2023
LEV-00011 - Group 3
HSC + mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6988.JPG",5465,2023-11-26,"</s>5465
26NOV2023
SATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6963.JPG",5501,2023-11-26,"</s>5501
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6977.JPG",5369,2023-11-26,"</s>5369
26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6949.JPG",5274,2023-11-26,"</s>5274
5
5274
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6961.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 3 nive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6975.JPG",5367,2023-11-26,"</s>5367
3567
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6974.JPG",5667,2023-11-26,"</s>5667
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6960.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001+ Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6948.JPG",5274,2023-11-26,"</s>5274
5
5274
D.T.E. 26NOV2023
LEV-00011 - Group 3
HSC + 3 raive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6964.JPG",5501,2023-11-26,"</s>5501
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6970.JPG",5368,2023-11-26,"</s>5368
26NOV2023
D/T:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6959.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 nave control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6971.JPG",5368,2023-11-26,"</s>5368
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6965.JPG",5293,2023-11-26,"</s>5293
26NOV2023
CATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6973.JPG",5667,2023-11-26,"</s>5667
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6967.JPG",5293,2023-11-26,"</s>5293
26NOV2023
ATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6966.JPG",5293,2023-11-26,"</s>5293
26NOV2023
ATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6972.JPG",5667,2023-11-26,"</s>5667
26NOV2023
SATE:
LEV-00011 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6938.JPG",5269,2023-11-26,"</s>5269
5
5269
DATE: 26NOV2023
LEV-00011 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Top/IMG_6939.JPG",5269,2023-11-26,"</s>5269
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6738.JPG",5269,2023-11-26,"</s>5269
52669
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6739.JPG",5269,2023-11-26,"</s>5269
52669
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female","False"
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6729.JPG",5265,2023-11-26,"</s>5265
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naïve control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6770.JPG",5293,2023-11-26,"</s>5293
DATE: 26NOV2023
LEV-0001 - Group 3
3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6764.JPG",5289,2023-11-26,"</s>5289
26NOV2023
DATE:
LEV-001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6758.JPG",5271,2023-11-26,"</s>5271
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6759.JPG",5271,2023-11-26,"</s>5271
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6765.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6771.JPG",5293,2023-11-26,"</s>5293
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6808.JPG",5485,2023-11-26,"</s>5485
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6798.JPG",5465,2023-11-26,"</s>5465
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6767.JPG",5501,2023-11-26,"</s>5501
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6773.JPG",5368,2023-11-26,"</s>5368
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6772.JPG",5293,2023-11-26,"</s>5293
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6766.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6799.JPG",5487,2023-11-26,"</s>5487
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6789.JPG",5400,2023-11-26,"</s>5400
26NOV2023
DATE:
LEV-0001 - Group 3
HSC + 3 mock control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6762.JPG",5289,2023-11-26,"</s>5289
DATE: 26NOV2023
LEV-0001 - Group 3
HSC + 3 naive control
Female",
"Cohort 2/Cull Point 2/Group 3 Cull 2/Group 3 Females/Side/IMG_6776.JPG",5368,2023-11-26,"</s>5368
DATE: 26NOV2023
LEV-0001 - Group 3
HSC+3 mock control
Female",
